País;Código;Ano;Carvão per capita (kWh);Petróleo e derivados per capita (kWh);Gás per capita (kWh);Nuclear per capita (kWh);Hidráulica per capita (kWh);Eólica per capita (kWh);Solar per capita (kWh);Outras renováveis per capita (kWh);Total (kWh)
África;;1965;1010.461;1022.446;29.811;0;120.653;0;0;0;2183.371
África;;1966;984.359;1091.015;32.505;0;131.249;0;0;0;2239.128
África;;1967;981.168;1055.404;31.327;0;133.6;0;0;0;2201.499
África;;1968;994.882;1085.647;30.957;0;152.359;0;0;0;2263.845
África;;1969;978.624;1072.72;35.267;0;173.317;0;0;0;2259.928
África;;1970;992.598;1155.078;42.703;0;211.176;0;0;0;2401.555
África;;1971;1026.889;1272.063;49.346;0;193.734;0;0;1.221;2543.253
África;;1972;1003.587;1343.269;64.442;0;215.011;0;0;1.197;2627.506
África;;1973;1040.368;1407.242;100.629;0;221.531;0;0;1.201;2770.971
África;;1974;1054.505;1417.704;110.291;0;245.451;0;0;1.204;2829.155
África;;1975;1087.795;1444.003;129.351;0;252.661;0;0;1.152;2914.962
África;;1976;1128.9;1558.802;143.1;0;272.454;0;0;1.206;3104.462
África;;1977;1122.46;1605.675;155.766;0;291.242;0;0;1.198;3176.341
África;;1978;1060.861;1644.359;216.184;0;285.589;0;0;1.203;3208.196
África;;1979;1095.133;1705.255;321.348;0;297.25;0;0;1.205;3420.191
África;;1980;1141.002;1753.349;392.358;0;281.703;0;0;1.207;3569.619
África;;1981;1297.539;1811.985;466.305;0;284.538;0;0;1.236;3861.603
África;;1982;1391.129;1849.577;489.518;0;276.691;0;0;1.301;4008.216
África;;1983;1375.65;1857.718;523.213;0;242.414;0;0;1.232;4000.227
África;;1984;1430.403;1846.857;487.307;20.442;231.714;0;0;1.219;4017.942
África;;1985;1434.796;1836.605;508.257;26.911;250.371;0;0;1.362;4058.302
África;;1986;1427.109;1758.596;555.124;43.331;251.752;0;0;3.244;4039.156
África;;1987;1427.095;1804.217;557.152;29.514;234.773;0;0;3.149;4055.9
África;;1988;1491.435;1827.042;600.562;48.835;249.428;0;0;2.913;4220.215
África;;1989;1362.029;1841.907;605.483;50.253;254.8;0;0;2.794;4117.266
África;;1990;1392.577;1816.65;632.42;37.232;252.306;0;0;3.561;4134.746
África;;1991;1317.994;1774.423;620.437;39.237;260.258;0;0;3.536;4015.885
África;;1992;1291.627;1763.307;633.955;38.826;241.866;0;0;3.571;3973.152
África;;1993;1278.274;1732.75;605.166;29.555;230.912;0.008;0;3.828;3880.493
África;;1994;1278.398;1746.445;617.387;38.511;228.737;0.021;0;3.324;3912.823
África;;1995;1285.155;1763.592;643.055;43.766;231.468;0.024;0;3.953;3971.013
África;;1996;1270.876;1763.058;658.441;44.479;235.396;0.027;0;4.76;3977.037
África;;1997;1271.427;1766.739;629.497;46.609;235.318;0.027;0;5.118;3954.735
África;;1998;1212.148;1765.542;646.444;48.911;239.699;0.027;0;6.166;3918.937
África;;1999;1219.806;1786.671;636.788;45.051;248.066;0.069;0;5.953;3942.404
África;;2000;1187.785;1752.829;686.601;44.562;257.732;0.601;0.041;7.772;3937.923
África;;2001;1174.131;1727.016;763.792;35.602;268.58;1.38;0.05;7.757;3978.308
África;;2002;1097.267;1723.505;787.745;38.622;274.36;1.429;0.058;7.364;3930.35
África;;2003;1165.624;1728.566;815.716;39.551;258.842;1.673;0.067;8.191;4018.23
África;;2004;1251.105;1742.281;876.07;40.476;264.708;2.327;0.078;9.021;4186.066
África;;2005;1133.032;1801.448;881.71;33.156;261.502;2.291;0.09;8.837;4122.066
África;;2006;1120.907;1765.819;898.559;28.534;262.524;2.426;0.111;10.73;4089.61
África;;2007;1111.278;1783.345;935.099;31.215;262.973;2.803;0.142;8.667;4135.522
África;;2008;1194.266;1828.429;947.385;34.758;259.685;3.506;0.196;8.733;4276.958
África;;2009;1159.305;1851.9;929.248;33.163;258.349;4.116;0.249;9.226;4245.556
África;;2010;1119.011;1891.723;944.15;33.936;269.508;5.731;0.533;9.597;4274.189
África;;2011;1074.489;1792.686;995.008;31.353;268.39;5.799;1.462;9.549;4178.736
África;;2012;1021.41;1843.13;1048.281;30.522;261.149;5.921;2.341;9.615;4222.369
África;;2013;1005.848;1861.654;1042.037;32.158;268.185;8.192;1.799;10.101;4229.974
África;;2014;1026.63;1842.862;1077.129;30.461;273.225;11.174;4.279;12.192;4277.952
África;;2015;945.132;1858.029;1120.521;26.18;257.093;19.064;7.685;15.385;4249.089
África;;2016;979.185;1825.175;1130.152;31.151;241.974;23.17;10.615;15.095;4256.517
África;;2017;954.397;1792.204;1165.23;28.518;252.802;25.031;13.869;15.379;4247.43
África;;2018;914.991;1780.354;1207.166;22.557;259.346;28.772;16.159;15.774;4245.119
África;;2019;916.798;1757.671;1187.545;25.738;259.755;35.698;20.647;15.576;4219.428
África;;2020;851.202;1489.107;1141.045;28.634;262.383;40.1;22.834;14.848;3850.153
Argélia;DZA;1965;64.864;1227.425;592.031;0;88.529;0;0;0;1972.849
Argélia;DZA;1966;61.293;1571.209;598.27;0;76.427;0;0;0;2307.199
Argélia;DZA;1967;45.556;1426.894;564.086;0;85.792;0;0;0;2122.328
Argélia;DZA;1968;46.814;1475.991;576.222;0;114.457;0;0;0;2213.484
Argélia;DZA;1969;57.895;1515.173;736.161;0;71.313;0;0;0;2380.542
Argélia;DZA;1970;66.733;1683.216;672.72;0;111.38;0;0;0;2534.049
Argélia;DZA;1971;17.986;1845.051;742.961;0;61.636;0;0;0;2667.634
Argélia;DZA;1972;15.217;1970.526;839.339;0;89.952;0;0;0;2915.034
Argélia;DZA;1973;17.027;2094.254;1136.817;0;132.967;0;0;0;3381.065
Argélia;DZA;1974;13.683;2262.916;1280.234;0;85.489;0;0;0;3642.322
Argélia;DZA;1975;16.807;2446.497;1715.47;0;54.861;0;0;0;4233.635
Argélia;DZA;1976;31.992;2734.304;1971.668;0;63.243;0;0;0;4801.207
Argélia;DZA;1977;40.348;3003.29;2041.829;0;42.497;0;0;0;5127.964
Argélia;DZA;1978;19.916;3016.638;3184.894;0;38.362;0;0;0;6259.81
Argélia;DZA;1979;44.904;3502.755;4371.766;0;43.347;0;0;0;7962.772
Argélia;DZA;1980;38.723;3444.161;5693.387;0;37.14;0;0;0;9213.411
Argélia;DZA;1981;26.399;3597.764;7175.923;0;51.284;0;0;0;10851.37
Argélia;DZA;1982;474.801;3695.001;7891.858;0;65.055;0;0;0;12126.715
Argélia;DZA;1983;410.597;4022.983;8374.381;0;30.935;0;0;0;12838.896
Argélia;DZA;1984;441.397;4319.238;7133.541;0;57.691;0;0;0;11951.867
Argélia;DZA;1985;446.919;4304.387;6856.767;0;79.997;0;0;0;11688.07
Argélia;DZA;1986;445.519;4242.909;7290.919;0;30.059;0;0;0;12009.406
Argélia;DZA;1987;517.557;4168.394;7246.805;0;58.303;0;0;0;11991.059
Argélia;DZA;1988;473.413;4057.226;7942.26;0;20.796;0;0;0;12493.695
Argélia;DZA;1989;389.579;4139.885;7276.398;0;25.005;0;0;0;11830.867
Argélia;DZA;1990;297.535;4340.707;7574.047;0;14.558;0;0;0;12226.847
Argélia;DZA;1991;299.556;4190.376;7298.835;0;30.829;0;0;0;11819.596
Argélia;DZA;1992;347.674;4117.633;7360.755;0;20.452;0;0;0;11846.514
Argélia;DZA;1993;276.91;4007.704;6460.667;0;35.482;0;0;0;10780.763
Argélia;DZA;1994;255.57;3758.837;6669.398;0;16.343;0;0;0;10700.148
Argélia;DZA;1995;250.736;3586.589;7031.883;0;18.642;0;0;0;10887.85
Argélia;DZA;1996;116.036;3362.973;7097.134;0;12.813;0;0;0;10588.956
Argélia;DZA;1997;200.201;3282.909;6523.898;0;7.004;0;0;0;10014.012
Argélia;DZA;1998;211.085;3333.874;6646.675;0;19.78;0;0;0;10211.414
Argélia;DZA;1999;222.928;3229.504;6697.783;0;18.414;0;0;0;10168.629
Argélia;DZA;2000;181.706;3322.33;6153.329;0;4.832;0;0;0;9662.197
Argélia;DZA;2001;207.074;3394.921;6273.856;0;6.054;0;0;0;9881.905
Argélia;DZA;2002;268.342;3716.745;6116.414;0;4.906;0;0;0;10106.407
Argélia;DZA;2003;218.44;3817.68;6382.682;0;22.376;0;0;0;10441.178
Argélia;DZA;2004;257.202;3938.16;6481.658;0;20.784;0;0;0;10697.804
Argélia;DZA;2005;208.395;4048.707;6743.95;0;45.059;0;0;0;11046.111
Argélia;DZA;2006;304.916;4157.005;6792.237;0;17.289;0;0;0;11271.447
Argélia;DZA;2007;257.673;4577.23;6843.07;0;17.57;0;0;0;11695.543
Argélia;DZA;2008;253.492;4892.401;7026.715;0;21.51;0;0;0;12194.118
Argélia;DZA;2009;159.965;5098.069;7418.314;0;25.393;0;0;0;12701.741
Argélia;DZA;2010;100.21;5047.942;7039.756;0;12.538;0;0.659;0;12201.105
Argélia;DZA;2011;87.238;5243.325;7309.311;0;26.719;0;1.281;0;12667.874
Argélia;DZA;2012;90.84;5467.472;7991.167;0;26.802;0;1.841;0;13578.122
Argélia;DZA;2013;48.179;5599.785;8421.978;0;6.646;0;1.92;0;14078.508
Argélia;DZA;2014;53.483;5701.549;9272.465;0;12.619;0.065;3.923;0;15044.104
Argélia;DZA;2015;38.935;5944.134;9545.537;0;9.233;1.21;3.693;0;15542.742
Argélia;DZA;2016;14.053;5661.063;9517.866;0;4.465;1.182;15.194;0;15213.823
Argélia;DZA;2017;51.14;5448.581;9534.505;0;3.383;1.148;30.443;0;15069.2
Argélia;DZA;2018;137.704;5430.892;10279.52;0;6.886;0.589;35.49;0;15891.081
Argélia;DZA;2019;111.565;5504.912;10485.036;0;8.742;0.575;35.372;0;16146.202
Argélia;DZA;2020;109.534;4589.515;9824.517;0;2.813;0.45;33.757;0;14560.586
Argentina;ARG;1965;381.552;12420.8;1860.771;0;153.558;0;0;0;14816.681
Argentina;ARG;1966;309.941;12620.526;1985.293;0;153.251;0;0;0;15069.011
Argentina;ARG;1967;343.442;12735.081;2045.633;0;154.653;0;0;0;15278.809
Argentina;ARG;1968;328.857;12809.391;2244.433;0;179.604;0;0;0;15562.285
Argentina;ARG;1969;387.887;13095.686;2202.822;0;158.746;0;0;0;15845.141
Argentina;ARG;1970;490.885;11658.27;2451.556;0;180.877;0;0;5.53;14787.118
Argentina;ARG;1971;423.649;12221.488;2605.275;0;176.792;0;0;5.71;15432.914
Argentina;ARG;1972;350.92;11973.026;2876.891;0;169.462;0;0;7.251;15377.55
Argentina;ARG;1973;379.005;11862.764;3221.037;0;331.917;0;0;5.437;15800.16
Argentina;ARG;1974;464.449;11668.13;3354.939;113.021;548.524;0;0;5.462;16154.525
Argentina;ARG;1975;445.026;10874.201;3383.818;270.306;558.546;0;0;5.898;15537.795
Argentina;ARG;1976;443.279;11048.887;3750.829;272.017;530.18;0;0;5.31;16050.502
Argentina;ARG;1977;412.901;11463.436;3859.16;170.555;600.744;0;0;5.611;16512.407
Argentina;ARG;1978;495.887;10985.142;3697.948;297.271;795.732;0;0;5.557;16277.537
Argentina;ARG;1979;455.086;11643.168;3745.419;272.206;1077.903;0;0;8.534;17202.316
Argentina;ARG;1980;399.498;10645.704;4019.472;233.004;1507.954;0;0;8.588;16814.22
Argentina;ARG;1981;372.655;9829.948;4135.232;276.028;1439.444;0;0;7.324;16060.631
Argentina;ARG;1982;370.42;9203.775;4623.63;180.397;1697.178;0;0;9.253;16084.653
Argentina;ARG;1983;330.803;9184.368;4892.074;323.229;1748.474;0;0;13.035;16491.983
Argentina;ARG;1984;241.625;8595.351;5124.605;433.522;1857.016;0;0;9.098;16261.217
Argentina;ARG;1985;350.791;7860.676;5152.764;530.068;1897.985;0;0;9.498;15801.782
Argentina;ARG;1986;394.455;8134.449;5480.401;516.757;1900.989;0;0;9.689;16436.74
Argentina;ARG;1987;430.974;8547.646;5398.206;575.876;1945.507;0;0;9.634;16907.843
Argentina;ARG;1988;434.885;8473.096;6209.228;508.56;1318.591;0;0;10.623;16954.983
Argentina;ARG;1989;463.566;7662.06;6425.23;435.398;1120.249;0;0;10.315;16116.818
Argentina;ARG;1990;376.047;7049.951;6049.313;620.045;1522.307;0;0;9.092;15626.755
Argentina;ARG;1991;326.31;7263.124;6073.903;651.303;1362.144;0;0;8.364;15685.148
Argentina;ARG;1992;362.911;7536.484;6479.603;586.635;1638.621;0;0;8.439;16612.693
Argentina;ARG;1993;237.562;7293.282;6753.378;633.728;1926.162;0;0;8.785;16852.897
Argentina;ARG;1994;205.365;7600.64;6855.033;664.92;2258.611;0;0;9.632;17594.201
Argentina;ARG;1995;212.878;7451.741;7536.37;563.561;2269.726;0;0;9.219;18043.495
Argentina;ARG;1996;220.358;7370.912;8545.091;587.847;2044.749;0.758;0;27.694;18797.409
Argentina;ARG;1997;171.85;7720.314;7783.838;620.177;2573.095;1.137;0;34.716;18905.127
Argentina;ARG;1998;228.415;7854.832;8227.444;574.066;2497.282;2.506;0.001;35.73;19420.276
Argentina;ARG;1999;271.078;7868.985;8629.702;541.278;2020.848;2.649;0.002;49.546;19384.088
Argentina;ARG;2000;203.756;7184.495;8759.44;465.364;2564.062;2.619;0.003;50.854;19230.593
Argentina;ARG;2001;165.171;6580.576;8111.208;522.621;3102.353;3.654;0.003;45.112;18530.698
Argentina;ARG;2002;121.711;6178.466;7812.165;423.569;3017.378;5.341;0.003;61.869;17620.502
Argentina;ARG;2003;146.867;6233.54;8829.341;541.183;2795.332;5.576;0.005;72.535;18624.379
Argentina;ARG;2004;247.32;6616.618;9562.814;553.4;2489.763;5.095;0.005;63.315;19538.33
Argentina;ARG;2005;281.842;6858.788;10101.846;475.344;2721.494;4.96;0.006;74.284;20518.564
Argentina;ARG;2006;252.58;7160.928;10346.312;525.273;2967.816;4.738;0.006;106.634;21364.287
Argentina;ARG;2007;361.865;7906.042;10763.004;485.543;2526.178;4.123;0.007;105.469;22152.231
Argentina;ARG;2008;437.026;7910.445;10775.596;486.983;2449.995;2.763;0.009;111.539;22174.356
Argentina;ARG;2009;237.655;7486.095;10334.169;530.294;2642.914;2.387;0.005;112.031;21345.55
Argentina;ARG;2010;329.425;8024.262;10291.399;459.683;2584.874;1.616;0.005;128.358;21819.622
Argentina;ARG;2011;353.787;8228.508;10609.704;401.384;2486.134;1.668;0.102;137.361;22218.648
Argentina;ARG;2012;327.365;8651.78;10936.185;394.921;2274.776;22.816;0.504;151.369;22759.716
Argentina;ARG;2013;354.045;9095.258;10908.069;376.61;2469.471;27.507;0.915;149.1;23380.975
Argentina;ARG;2014;372.717;8910.369;10824.98;329.115;2439.057;36.976;0.952;137.401;23051.567
Argentina;ARG;2015;367.127;8991.415;10830.448;413.391;2453.151;34.846;0.862;139.672;23230.912
Argentina;ARG;2016;280.144;8625.783;11080.615;478.874;2211.109;31.637;0.825;113.485;22822.472
Argentina;ARG;2017;285.073;8441.547;10992.992;346.404;2363.775;34.798;0.934;135.629;22601.152
Argentina;ARG;2018;309.035;7962.17;10979.039;385.011;2333.367;79.15;6.058;26.501;22080.331
Argentina;ARG;2019;181.417;7119.397;10397.233;466.869;2049.667;276.26;44.221;34.447;20569.511
Argentina;ARG;2020;196.041;6359.988;9719.912;582.035;1667.297;516.959;73.384;22.596;19138.212
Austrália;AUS;1965;17857.74;17680.211;2.605;0;1888.102;0;0;72.678;37501.336
Austrália;AUS;1966;18061.054;18462.891;3.39;0;1759.873;0;0;68.046;38355.254
Austrália;AUS;1967;18088.791;19697.056;3.303;0;1775.448;0;0;67.696;39632.294
Austrália;AUS;1968;18148.33;20898.115;24.933;0;1807.898;0;0;64.125;40943.401
Austrália;AUS;1969;18314.5;20964.117;329.621;0;1926.888;0;0;62.35;41597.476
Austrália;AUS;1970;18111.005;22683.888;1352.611;0;2208.385;0;0;56.672;44412.561
Austrália;AUS;1971;17844.496;23443.701;1981.619;0;2452.607;0;0;56.054;45778.477
Austrália;AUS;1972;18342.477;23484.58;2799.293;0;2423.148;0;0;58.726;47108.224
Austrália;AUS;1973;18834.892;24709.53;3504.286;0;2540.79;0;0;69.901;49659.399
Austrália;AUS;1974;19408.932;25852.305;3947.061;0;2832.567;0;0;87.587;52128.452
Austrália;AUS;1975;19787.711;25273.903;4187.091;0;3002.553;0;0;98.621;52349.879
Austrália;AUS;1976;20220.832;25533.07;4885.091;0;2821.261;0;0;96.475;53556.729
Austrália;AUS;1977;20874.923;26439.586;5518.414;0;2669.647;0;0;84.56;55587.13
Austrália;AUS;1978;21184.14;26734.243;5875.716;0;2860.814;0;0;78.951;56733.864
Austrália;AUS;1979;21892.866;26775.485;6686.689;0;2745.605;0;0;80.56;58181.205
Austrália;AUS;1980;22261.807;25209.612;7585.888;0;2564.177;0;0;73.308;57694.792
Austrália;AUS;1981;22544.07;24525.459;8116.839;0;2606.552;0;0;75.943;57868.863
Austrália;AUS;1982;22476.551;23822.994;7809.556;0;2368.162;0;0;95.688;56572.951
Austrália;AUS;1983;22149.635;21065.563;8363.139;0;2216.362;0;0;78.792;53873.491
Austrália;AUS;1984;23075.891;21459.889;8125.274;0;2364.043;0;0;79.426;55104.523
Austrália;AUS;1985;23502.738;21246.684;8551.809;0;2472.196;0;0;80.867;55854.294
Austrália;AUS;1986;23715.063;20615.402;9192.943;0;2447.645;0;0;80.275;56051.328
Austrália;AUS;1987;24306.838;20803.736;9231.492;0;2336.758;0;0;80.674;56759.498
Austrália;AUS;1988;25149.388;21393.622;9299.241;0;2420.211;0;0;123.421;58385.883
Austrália;AUS;1989;25963.802;21928.727;9984.199;0;2368.887;0;0;134.618;60380.233
Austrália;AUS;1990;26198.812;22101.806;9891.137;0;2417.287;0;0;124.39;60733.432
Austrália;AUS;1991;26369.078;21095.828;9355.922;0;2529.605;0;0.881;116.271;59467.585
Austrália;AUS;1992;26201.24;21293.151;9560.279;0;2544.623;0;1.931;106.947;59708.171
Austrália;AUS;1993;26068.499;21703.555;9798.984;0;2585.863;0.316;2.304;105.726;60265.247
Austrália;AUS;1994;26309.16;22225.969;10763.067;0;2520.498;0.858;2.716;108.701;61930.969
Austrália;AUS;1995;26908.512;23774.573;10749.456;0;2413.121;1.081;3.265;127.441;63977.449
Austrália;AUS;1996;27706.369;24135.969;10711.081;0;2438.634;1.069;3.91;144.545;65141.577
Austrália;AUS;1997;28794.954;24259.162;10404.256;0;2409.966;1.133;4.63;150.618;66024.719
Austrália;AUS;1998;29756.44;23993.648;10596.281;0;2360.967;2.69;5.32;161.552;66876.898
Austrália;AUS;1999;31262.718;24278.783;10737.635;0;2407.173;6.357;6.003;167.585;68866.254
Austrália;AUS;2000;31150.047;24009.874;10823.351;0;2408.471;19.599;6.838;130.103;68548.283
Austrália;AUS;2001;30509.103;23813.151;11549.732;0;2318.18;41.264;7.785;114.662;68353.877
Austrália;AUS;2002;30863.55;23811.477;11759.396;0;2274.659;75.405;8.239;179.033;68971.759
Austrália;AUS;2003;31387.058;23453.755;11717.345;0;2250.46;97.741;8.774;234.867;69150
Austrália;AUS;2004;32285.804;23707.459;11797.801;0;2136.048;108.255;9.934;383.352;70428.653
Austrália;AUS;2005;31624.159;23660.933;11526.601;0;2061.636;173.168;11.204;516.019;69573.72
Austrália;AUS;2006;31930.396;24026.792;12638.948;0;1946.168;281.551;12.697;512.095;71348.647
Austrália;AUS;2007;31063.221;23962.011;13874.243;0;1657.14;362.2;14.446;542.9;71476.161
Austrália;AUS;2008;31746.299;23553.38;13376.425;0;1462.06;427.964;17.225;457.372;71040.725
Austrália;AUS;2009;30104.106;22526.842;13395.548;0;1524.809;535.255;35.007;336.127;68457.694
Austrália;AUS;2010;27413.092;22383.349;14311.396;0;1617.754;586.68;115.058;287.344;66714.673
Austrália;AUS;2011;26266.415;23141.09;14550.429;0;2250.429;739.564;235.086;295.958;67478.971
Austrália;AUS;2012;24205.364;23580.122;14391;0;1915.855;868.747;271.252;348.382;65580.722
Austrália;AUS;2013;22626.456;23940.045;14910.376;0;2101.598;1019.367;423.578;366.797;65388.217
Austrália;AUS;2014;22114.362;23648.702;15773.983;0;1562.123;1054.465;534.081;382.481;65070.197
Austrália;AUS;2015;22578.133;23154.794;16210.522;0;1489.012;1250.797;654.893;388.786;65726.937
Austrália;AUS;2016;22256.248;22929.172;15608.695;0;1827.267;1351.547;771.122;375.986;65120.037
Austrália;AUS;2017;21210.556;23658.843;15096.598;0;1372.785;1343.401;906.823;362.186;63951.192
Austrália;AUS;2018;20433.969;23726.44;14389.114;0;1730.749;1623.3;1231.059;358.176;63492.807
Austrália;AUS;2019;19334.678;23239.271;16700.659;0;1386.69;1913.096;1797.682;340.705;64712.781
Austrália;AUS;2020;18395.968;19932.558;16038.754;0;1406.232;2187.225;2306.786;329.96;60597.483
Áustria;AUT;1965;8092.225;8938.556;2399.492;0;6115.55;0;0;0;25545.823
Áustria;AUT;1966;7680.333;9764.225;2559.907;0;6547.897;0;0;0;26552.362
Áustria;AUT;1967;7225.866;10348.308;2437.649;0;6645.942;0;0;0;26657.765
Áustria;AUT;1968;7093.642;11891.28;2584.687;0;6789.889;0;0;0;28359.498
Áustria;AUT;1969;6943.987;12999.285;3119.149;0;6208.96;0;0;0;29271.381
Áustria;AUT;1970;7431.139;14241.663;3764.919;0;7868.046;0;0;0;33305.767
Áustria;AUT;1971;6785.61;15841.292;4305.326;0;6188.138;0;0;0;33120.366
Áustria;AUT;1972;6127.581;17032.177;4633.851;0;6334.308;0;0;0;34127.917
Áustria;AUT;1973;6069.325;18394.464;5075.705;0;7014.39;0;0;0;36553.884
Áustria;AUT;1974;6388.797;16420.537;5487.859;0;8272.633;0;0;0;36569.826
Áustria;AUT;1975;5543.641;16570.38;5473.078;0;8654.17;0;0;0;36241.269
Áustria;AUT;1976;5897.328;17984.013;6231.079;0;7476.58;0;0;0;37589
Áustria;AUT;1977;4949.905;17231.112;6353.685;0;9064.865;0;0;0;37599.567
Áustria;AUT;1978;5034.537;18559.81;6616.394;0;9082.619;0;0;0;39293.36
Áustria;AUT;1979;5472.143;19350.373;6568.807;0;10245.199;0;0;0;41636.522
Áustria;AUT;1980;5628.931;18908.317;6317.424;0;10625.96;0;0;0;41480.632
Áustria;AUT;1981;5766.318;17178.09;6025.914;0;11267.917;0;0;0;40238.239
Áustria;AUT;1982;5486.006;16298.08;5834.552;0;11289.283;0;0;0;38907.921
Áustria;AUT;1983;5873.377;15793.542;5952.453;0;11181.961;0;0;0;38801.333
Áustria;AUT;1984;6689.161;15353.492;6623.895;0;9804.033;0;0;0;38470.581
Áustria;AUT;1985;6673.13;15362.83;7090.288;0;11226.264;0;0;0;40352.512
Áustria;AUT;1986;5941.008;16158.953;6874.569;0;11257.687;0;0;469.011;40701.228
Áustria;AUT;1987;5882.631;16606.181;7158.438;0;12867.592;0;0;329.368;42844.21
Áustria;AUT;1988;5618.845;16448.68;6839.804;0;12804.391;0;0;379.72;42091.44
Áustria;AUT;1989;5623.851;16160.967;7319.248;0;12678.132;0;0;399.128;42181.326
Áustria;AUT;1990;6167.902;16662.423;8018.555;0;11331.641;0;0;410.874;42591.395
Áustria;AUT;1991;6429.204;17870.861;8448.063;0;11237.134;0;0;438.084;44423.346
Áustria;AUT;1992;4965.185;17268.303;8234.299;0;12361.378;0;0;471.479;43300.644
Áustria;AUT;1993;4429.598;17278.507;8592.466;0;12919.261;0;0.352;479.07;43699.254
Áustria;AUT;1994;4461.245;17016.792;8776.855;0;12480.797;0;0.35;423.124;43159.163
Áustria;AUT;1995;5048.574;16878.601;9531.432;0;12886.5;0.348;0.348;645.667;44991.47
Áustria;AUT;1996;5052.503;17403.207;10110.058;0;11854.151;1.732;0.346;550.662;44972.659
Áustria;AUT;1997;5349.091;17643.877;9725.758;0;12485.261;6.916;0.692;591.801;45803.396
Áustria;AUT;1998;4704.611;18303.177;9974.732;0;12838.064;15.545;0.691;636.587;46473.407
Áustria;AUT;1999;4666.427;17966.63;10175.943;0;14041.93;17.596;0.69;550.963;47420.179
Áustria;AUT;2000;5264.294;17566.565;9691.727;0;14401.569;23.064;1.033;526.097;47474.349
Áustria;AUT;2001;5418.93;18978.801;10235.186;0;13787.366;58.618;1.705;568.396;49049.002
Áustria;AUT;2002;5480.396;19278.602;10017.384;0;13559.684;68.427;3.032;512.51;48920.035
Áustria;AUT;2003;5815.628;20785.173;10962.742;0;11067.911;121.959;4.998;570.447;49328.858
Áustria;AUT;2004;5668.422;20120.762;11013.084;0;12111.248;304.41;5.93;678.573;49902.429
Áustria;AUT;2005;5626.365;19945.876;11543.629;0;12089.346;433.865;6.85;794.271;50440.202
Áustria;AUT;2006;5600.01;19855.512;10806.079;0;11503.11;565.473;7.222;1044.46;49381.866
Áustria;AUT;2007;5395.848;18602.727;10189.05;0;11838.965;650.884;7.744;1297.691;47982.909
Áustria;AUT;2008;5312.751;18367.189;10871.588;0;12129.726;636.481;9.532;1361.504;48688.771
Áustria;AUT;2009;3988.078;17371.995;10548.527;0;12814.302;612.272;15.327;1340.448;46690.949
Áustria;AUT;2010;4668.367;18064.082;11430.3;0;11893.942;639.882;27.535;1383.813;48107.921
Áustria;AUT;2011;4769.582;16771.118;10695.94;0;10496.172;593.563;53.362;1384.634;44764.371
Áustria;AUT;2012;4405.301;16658.632;10143.396;0;13270.5;745.874;102.241;1396.01;46721.954
Áustria;AUT;2013;4452.489;17081.05;9584.25;0;12581.455;943.532;187.308;1371.741;46201.825
Áustria;AUT;2014;4050.466;16268.559;8718.285;0;12114.339;1136.031;231.96;1280.932;43800.572
Áustria;AUT;2015;4345.555;16094.942;9181.25;0;10801.398;1410.922;273.157;1312.749;43419.973
Áustria;AUT;2016;3998.902;16516.378;9536.876;0;11455.103;1504.983;315.098;1348.698;44676.038
Áustria;AUT;2017;4145.69;16592.699;10283.404;0;10854.277;1862.695;359.69;1394.839;45493.294
Áustria;AUT;2018;3631.043;16618.731;9770.05;0;10520.814;1685.668;406.749;1378.123;44011.178
Áustria;AUT;2019;3688.177;17132.509;9938.962;0;11186.495;2067.6;470.654;1312.148;45796.545
Áustria;AUT;2020;2877.034;14800.154;9468.296;0;11218.459;1861.118;435.706;1439.221;42099.988
Azerbaijão;AZE;1985;160.499;14578.324;19890.629;0;546.919;0;0;0;35176.371
Azerbaijão;AZE;1986;157.843;15020.356;21734.621;0;329.603;0;0;0;37242.423
Azerbaijão;AZE;1987;155.213;13901.092;21108.73;0;324.111;0;0;0;35489.146
Azerbaijão;AZE;1988;152.633;14000.421;20498.423;0;276.693;0;0;0;34928.17
Azerbaijão;AZE;1989;150.13;13428.223;21183.518;0;272.157;0;0;0;35034.028
Azerbaijão;AZE;1990;142.911;13861.42;21258.508;0;635.885;0;0;0;35898.724
Azerbaijão;AZE;1991;105.901;13156.011;20023.386;0;664.173;0;0;0;33949.471
Azerbaijão;AZE;1992;18.678;12623.194;15335.163;0;649.58;0;0;0;28626.615
Azerbaijão;AZE;1993;4.602;12405.504;11155.703;0;888.831;0;0;0;24454.64
Azerbaijão;AZE;1994;6.054;11213.224;10297.144;0;661.574;0;0;0;22177.996
Azerbaijão;AZE;1995;4.487;9990.108;10058.449;0;555.883;0;0;0;20608.927
Azerbaijão;AZE;1996;4.441;8881.874;7293.748;0;543.494;0;0;0;16723.557
Azerbaijão;AZE;1997;4.402;8378.188;6884.803;0;600.02;0;0;0;15867.413
Azerbaijão;AZE;1998;0;8745.231;6373.099;0;678.287;0;0;0;15796.617
Azerbaijão;AZE;1999;0;8317.32;6774.995;0;519.403;0;0;0;15611.718
Azerbaijão;AZE;2000;0;9143.015;6493.318;0;524.591;0;0;0;16160.924
Azerbaijão;AZE;2001;4.256;5766.583;9229.183;0;438.001;0;0;0;15438.023
Azerbaijão;AZE;2002;2.81;5257.842;9166.15;0;669.164;0;0;0;15095.966
Azerbaijão;AZE;2003;4.173;6051.563;9304.528;0;804.787;0;0;0;16165.051
