País;Código;Ano;Carvão per capita (kWh);Petróleo e derivados per capita (kWh);Gás per capita (kWh);Nuclear per capita (kWh);Hidráulica per capita (kWh);Eólica per capita (kWh);Solar per capita (kWh);Outras renováveis per capita (kWh);Total (kWh)
Canadá;CAN;1966;8833.259;33904.339;11875.685;23.918;18216.596;0;0;0;72853.797
Canadá;CAN;1967;8601.434;35577.583;12394.591;20.91;18303.337;0;0;0;74897.855
Canadá;CAN;1968;9186.443;37233.073;13568.127;123.337;18299.089;0;0;0;78410.069
Canadá;CAN;1969;8721.432;38123.002;14910.475;69.89;19901.74;0;0;0;81726.539
Canadá;CAN;1970;9210.714;39991.948;16203.496;134.767;20551.282;0;0;0;86092.207
Canadá;CAN;1971;8614.043;40410.272;17016.878;545.621;20773.893;0;0;0;87360.707
Canadá;CAN;1972;8000.04;41877.74;18837.962;907.503;22859.222;0;0;0;92482.467
Canadá;CAN;1973;8113.135;45042.14;19726.668;1890.326;24122.171;0;0;0;98894.44
Canadá;CAN;1974;8123.557;45151.123;19651.019;1794.709;25727.128;0;0;0;100447.536
Canadá;CAN;1975;7795.784;43939.934;20017.197;1514.215;24390.07;0;0;0;97657.2
Canadá;CAN;1976;9112.949;44440.492;19939.449;2071.448;25297.096;0;0;84.09;100945.524
Canadá;CAN;1977;11506.804;44258.195;20666.608;3096.011;25874.173;0;0;125.641;105527.432
Canadá;CAN;1978;9355.89;45172.195;20630.721;3626.195;27340.458;0;0;131.557;106257.016
Canadá;CAN;1979;8763.976;46421.076;20720.652;4055.07;28066.335;0;0;154.633;108181.742
Canadá;CAN;1980;10562.019;45116.489;20374.883;4326.7;28571.782;0;0;147.894;109099.767
Canadá;CAN;1981;10674.386;42296.377;19568.846;4511.78;29954.857;0;0;213.726;107219.972
Canadá;CAN;1982;11167.079;38017.728;20516.781;4273.939;28739.859;0;0;238.463;102953.849
Canadá;CAN;1983;11565.312;35385.205;19366.789;5364.33;29348.987;0;0;230.089;101260.712
Canadá;CAN;1984;12744.079;35335.477;21266.186;5699.687;31235.618;0;0;255.127;106536.174
Canadá;CAN;1985;12106.939;35075.977;22047.201;6530.017;32762.298;0.108;0;180.943;108703.483
Canadá;CAN;1986;11078.723;35399.73;20948.95;7591.955;33091.429;0.107;0;198.675;108309.569
Canadá;CAN;1987;11746.148;36039.573;20915.967;8119.204;33229.457;0.105;0;242.963;110293.417
Canadá;CAN;1988;12438.161;37409.328;22699.126;8587.079;31857.899;0.104;0;257.508;113249.205
Canadá;CAN;1989;12241.529;38333.001;24201.397;8106.285;29684.343;0.102;0;355.354;112922.011
Canadá;CAN;1990;11459.265;34958.701;23150.848;7308.216;29822.215;0.194;0;398.795;107098.234
Canadá;CAN;1991;10954.083;32725.434;23020.386;8400.323;30605.287;0.191;0;396.814;106102.518
Canadá;CAN;1992;11026.251;33180.409;24112.255;7875.587;31018.748;5.807;0.202;439.435;107658.694
Canadá;CAN;1993;9678.797;33227.599;25293.652;9076.76;31352.125;5.741;0.199;468.705;109103.578
Canadá;CAN;1994;10151.142;33570.137;25901.256;10306.612;31555.354;5.679;0.197;551.788;112042.165
Canadá;CAN;1995;10500.352;34859.505;26488.671;9254.54;31817.981;5.62;0.366;679.856;113606.891
Canadá;CAN;1996;10609.293;35364.872;26668.059;8686.825;33436.92;5.846;0.555;709.915;115482.285
Canadá;CAN;1997;10982.188;36099.513;26933.191;7654.137;32564.823;5.79;0.649;762.868;115003.159
Canadá;CAN;1998;11631.977;36453.929;26233.14;6568.563;30613.599;5.737;0.935;831.542;112339.422
Canadá;CAN;1999;11077.978;36813.867;27783.659;6689.953;31625.638;14.85;1.216;819.803;114826.964
Canadá;CAN;2000;11611.881;36261.563;29168.201;6565.106;32397.959;23.974;1.491;809.771;116839.946
Canadá;CAN;2001;11953.449;36932.04;27215.697;6806.584;29627.932;29.403;1.75;864.397;113431.252
Canadá;CAN;2002;11908.031;37944.807;28053.713;6595.792;30716.573;35.617;2;883.494;116140.027
Canadá;CAN;2003;11761.854;38973.151;28513.955;6434.665;29082.942;59.699;1.972;814.789;115643.027
Canadá;CAN;2004;10996.356;40260.951;27602.858;7637.015;28792.492;80.405;1.214;834.214;116205.505
Canadá;CAN;2005;10830.18;38724.781;27477.743;7643.709;30270.069;129.793;1.545;765.563;115843.383
Canadá;CAN;2006;10370.768;38619.796;26918.281;7991.943;28990.168;201.107;1.864;734.238;113828.165
Canadá;CAN;2007;10712.465;39212.925;28350.727;7488.797;29652.951;240.146;2.335;725.201;116385.547
Canadá;CAN;2008;10055.618;37377.385;27957.381;7550.25;29890.38;299.984;2.771;631.794;113765.563
Canadá;CAN;2009;8299.585;35973.13;26825.757;6955.111;28662.171;516.329;8.474;695.165;107935.722
Canadá;CAN;2010;8404.274;37154.534;26946.567;6874.157;26830.259;666.142;19.471;786.278;107681.682
Canadá;CAN;2011;7490.812;36805.322;29278.048;6973.127;28190.471;764.447;42.917;766.338;110311.482
Canadá;CAN;2012;7084.74;36875.525;28579.481;6948.136;28047.53;834.306;64.98;804.975;109239.673
Canadá;CAN;2013;6780.487;36305.196;30015.675;7450.854;28418.503;808.438;108.73;800.471;110688.354
Canadá;CAN;2014;6408.8;35920.457;30942.151;7602.02;27294.279;914.592;151.278;698.963;109932.54
Canadá;CAN;2015;6354.229;35656.387;30658.931;7099.22;26837.306;1893.558;203.285;701.292;109404.208
Canadá;CAN;2016;5883.424;35209.267;29256.441;6962.024;26641.154;2138.102;278.715;785.172;107154.299
Canadá;CAN;2017;5928.806;34571.851;30029.79;6846.523;26855.79;2144.83;243.23;446.617;107067.437
Canadá;CAN;2018;4890.969;35470.281;31401.949;6705.828;25869.328;2221.919;254.539;706.682;107521.495
Canadá;CAN;2019;4712.607;35497.035;31499.878;6651.646;25130.101;2161.728;279.119;679.238;106611.352
Canadá;CAN;2020;3644.959;31357.514;29843.34;6375.21;25145.163;2359.94;289.208;699.102;99714.436
Chile;CHL;1965;1507.181;4628.277;687.216;0;1221.782;0;0;0;8044.456
Chile;CHL;1966;1524.773;4976.41;704.863;0;1264.938;0;0;0;8470.984
Chile;CHL;1967;1498.698;5106.321;614.081;0;1269.259;0;0;0;8488.359
Chile;CHL;1968;1473.886;5291.62;516.167;0;1045.828;0;0;0;8327.501
Chile;CHL;1969;1449.929;5543.138;668.234;0;1161.292;0;0;0;8822.593
Chile;CHL;1970;1525.207;5757.075;656.454;0;1222.911;0;0;0;9161.647
Chile;CHL;1971;1449.26;6274.904;658.699;0;1343.531;0;0;18.439;9744.833
Chile;CHL;1972;1178.693;6541.321;590.157;0;1575.336;0;0;15.671;9901.178
Chile;CHL;1973;1259.769;6127.604;456.099;0;1513.924;0;0;13.8;9371.196
Chile;CHL;1974;1175.401;5774.124;467.717;0;1695.093;0;0;12.252;9124.587
Chile;CHL;1975;924.488;4954.959;522.327;0;1675.221;0;0;13.374;8090.369
Chile;CHL;1976;918.994;5172.615;561.59;0;1704.079;0;0;18.851;8376.129
Chile;CHL;1977;974.245;5218.745;569.169;0;1772.292;0;0;20.345;8554.796
Chile;CHL;1978;935.505;5623.253;523.606;0;1816.339;0;0;22.795;8921.498
Chile;CHL;1979;1019.897;5591.858;610.565;0;1838.217;0;0;23.2;9083.737
Chile;CHL;1980;1110.108;5577.974;616.323;0;1914.637;0;0;25.541;9244.583
Chile;CHL;1981;1092.508;5680.56;598.383;0;1954.66;0;0;26.382;9352.493
Chile;CHL;1982;717.969;4970.562;610.943;0;2108.423;0;0;32.405;8440.302
Chile;CHL;1983;848.717;4761.471;650.137;0;2242.434;0;0;48.52;8551.279
Chile;CHL;1984;1128.516;4696.69;655.545;0;2294.092;0;0;46.227;8821.07
Chile;CHL;1985;1112.975;4503.019;645.168;0;2508.724;0;0;44.192;8814.078
Chile;CHL;1986;1040.977;4744.552;581.199;0;2640.333;0;0;62.493;9069.554
Chile;CHL;1987;1056.026;4879.043;555.129;0;2817.346;0;0;59.542;9367.086
Chile;CHL;1988;1448.352;5289.76;767.684;0;2715.142;0;0;70.7;10291.638
Chile;CHL;1989;1925.457;5756.325;1178.203;0;2242.643;0;0;68.281;11170.909
Chile;CHL;1990;2281.913;5977.997;1244.463;0;1871.039;0;0;201.513;11576.925
Chile;CHL;1991;1844.048;6556.604;1441.68;0;2703.762;0;0;212.626;12758.72
Chile;CHL;1992;1568.377;6986.223;1586.178;0;3389.291;0;0;352.896;13882.965
Chile;CHL;1993;1556.819;7492.802;1615.931;0;3429.628;0;0;348.594;14443.774
Chile;CHL;1994;1807.509;7921.188;1534.211;0;3330.563;0;0;350.204;14943.675
Chile;CHL;1995;1919.564;8577.809;1448.245;0;3556.762;0;0;362.944;15865.324
Chile;CHL;1996;2622.324;8979.209;1451.024;0;3213.108;0;0;330.956;16596.621
Chile;CHL;1997;3367.845;9527.993;1947.717;0;3558.71;0;0;327.445;18729.71
Chile;CHL;1998;3128.231;9615.513;2655.351;0;2955.733;0;0;215.32;18570.148
Chile;CHL;1999;3188.764;9606.448;3583.007;0;2487.266;0;0;265.636;19131.121
Chile;CHL;2000;2435.333;9279.487;4571.698;0;3454.674;0;0;248.948;19990.14
Chile;CHL;2001;1889.301;8729.29;5123.808;0;3856.07;1.244;0;299.343;19899.056
Chile;CHL;2002;1883.858;9012.412;5111.909;0;4053.534;1.224;0;311.353;20374.29
Chile;CHL;2003;1782.403;8613.312;5472.609;0;3885.18;1.204;0;291.35;20046.058
Chile;CHL;2004;2043.303;9037.951;5878.89;0;3544.444;0.845;0;343.3;20848.733
Chile;CHL;2005;1981.753;9280.159;5628.083;0;4251.136;1.164;0;297.532;21439.827
Chile;CHL;2006;2448.163;10205.02;5153.538;0;4611.429;1.145;0;233.881;22653.176
Chile;CHL;2007;2874.835;12994.136;3005.473;0;3589.008;1.8;0;433.223;22898.475
Chile;CHL;2008;3041.464;13351.624;1654.961;0;3833.832;6.023;0;566.907;22454.811
Chile;CHL;2009;2751.22;12901.276;1655.154;0;3911.89;12.276;0;526.936;21758.752
Chile;CHL;2010;3061.047;11306.834;3363.955;0;3325.114;49.714;0;521.468;21628.132
Chile;CHL;2011;3886.976;12223.046;3386.713;0;3084.151;50.765;0;648.773;23280.424
Chile;CHL;2012;4488.355;12104.775;3046.398;0;2984.566;60.453;0.05;885.684;23570.281
Chile;CHL;2013;4996.039;11566.964;3023.41;0;2900.564;79.42;0.985;1004.777;23572.159
Chile;CHL;2014;4986.656;11121.593;2477.022;0;3302.427;206.803;65.735;715.063;22875.299
Chile;CHL;2015;4733.331;11098.065;2684.731;0;3325.486;297.705;191.478;783.612;23114.408
Chile;CHL;2016;4737.232;11606.861;3249.098;0;2719.421;338.615;352.209;928.383;23931.819
Chile;CHL;2017;4855.854;10950.401;3039.777;0;2886.471;490.725;527.323;1008.276;23758.827
Chile;CHL;2018;4621.762;11277.415;3009.57;0;3100.797;476.118;679.26;1215.178;24380.1
Chile;CHL;2019;4595.002;11146.806;3436.604;0;2801.331;639.596;823.169;1247.325;24689.833
Chile;CHL;2020;4366.447;10070.378;3202.523;0;2666.018;726.028;982.765;1334.263;23348.422
China;CHN;1965;1837.435;178.209;15.308;0;84.754;0;0;0;2115.706
China;CHN;1966;1917.409;223.325;18.191;0;84.132;0;0;0;2243.057
China;CHN;1967;1659.292;214.656;19.296;0;70.606;0;0;0;1963.85
China;CHN;1968;1601.792;228.339;17.996;0;81.024;0;0;0;1929.151
China;CHN;1969;1881.685;297.827;24.509;0;80.162;0;0;0;2284.183
China;CHN;1970;2331.619;401.215;34.951;0;80.679;0;0;0;2848.464
China;CHN;1971;2621.33;532.045;44.411;0;95.156;0;0;0;3292.942
China;CHN;1972;2706.111;597.706;56.103;0;105.27;0;0;0;3465.19
China;CHN;1973;2679.915;712.753;67.759;0;115.007;0;0;0;3575.434
China;CHN;1974;2596.212;802.534;83.539;0;127.428;0;0;0;3609.713
China;CHN;1975;2869.894;868.11;96.299;0;130.788;0;0;0;3965.091
China;CHN;1976;2888.733;975.073;107.984;0;130.225;0;0;0;4102.015
China;CHN;1977;3127.225;1013.729;127.523;0;133.784;0;0;0;4402.261
China;CHN;1978;3383.235;1107.418;142.336;0;123.506;0;0;0;4756.495
China;CHN;1979;3450.56;1094.478;148.298;0;136.775;0;0;0;4830.111
China;CHN;1980;3538.706;1011.632;143.81;0;161.711;0;0;0;4855.859
China;CHN;1981;3471.519;947.126;126.627;0;179.465;0;0;0;4724.737
China;CHN;1982;3623.566;925.065;116.969;0;201.085;0;0;0;4866.685
China;CHN;1983;3826.638;932.351;118.051;0;230.276;0;0;0;5107.316
China;CHN;1984;4099.778;952.394;118.391;0;227.895;0;0;0;5398.458
China;CHN;1985;4403.417;981.099;121.159;0;238.597;0;0;0;5744.272
China;CHN;1986;4521.794;1025.169;126.649;0;239.847;0;0;0;5913.459
China;CHN;1987;4813.429;1068.956;125.431;0;248.944;0;0;0;6256.76
China;CHN;1988;5072.607;1127.341;126.324;0;266.536;0;0;0;6592.808
China;CHN;1989;5220.243;1159.549;130.939;0;283.949;0;0;0;6794.68
China;CHN;1990;5212.514;1131.437;131.01;0;299.152;0.005;0.005;0.151;6774.274
China;CHN;1991;5393.116;1206.867;130.873;0;290.351;0.021;0.005;0.149;7021.382
China;CHN;1992;5578.387;1297.645;131.881;0;300.832;0.302;0.007;0.26;7309.314
China;CHN;1993;5883.051;1419.96;138.634;3.656;346.069;0.483;0.009;0.267;7792.129
China;CHN;1994;6212.642;1426.092;143.877;33.324;378.108;0.867;0.011;1.039;8195.96
China;CHN;1995;6234.773;1531.26;144.083;28.726;426.61;1.379;0.016;6.747;8373.594
China;CHN;1996;6467.851;1664.119;149.694;31.821;417.165;0.208;0.02;3.402;8734.28
China;CHN;1997;6285.217;1801.334;156.883;31.735;431.372;0.436;0.024;5.991;8712.992
China;CHN;1998;6188.547;1836.013;160.508;30.792;434.34;0.776;0.031;5.416;8656.423
China;CHN;1999;6319.895;1939.245;169.043;32.403;426.102;1.027;0.037;5.462;8893.214
China;CHN;2000;6362.72;2062.018;191.358;36.025;478.715;1.27;0.047;5.461;9137.614
China;CHN;2001;6647.344;2094.379;212.802;37.116;589.345;1.528;0.066;5.425;9588.005
China;CHN;2002;7241.71;2247.299;224.986;52.699;603.966;1.756;0.101;5.34;10377.857
China;CHN;2003;8578.299;2487.279;259.824;89.773;587.581;2.065;0.133;5.253;12010.207
China;CHN;2004;9942.894;2887.249;302.203;103.259;723.345;2.614;0.155;5.172;13966.891
China;CHN;2005;11576.039;2920.684;352.991;107.306;802.484;3.934;0.17;10.757;15774.365
China;CHN;2006;12640.681;3119.36;431.735;109.528;870.315;7.413;0.19;14.245;17193.467
China;CHN;2007;13687.973;3254.878;528.07;122.61;957.644;10.813;0.225;19.464;18581.677
China;CHN;2008;13827.096;3301.739;605.31;133.383;1242.21;25.548;0.296;28.992;19164.574
China;CHN;2009;14403.51;3406.867;662.843;135.012;1186.566;53.224;0.538;40.203;19888.763
China;CHN;2010;14859.829;3854.111;795.392;142.372;1355.07;94.098;1.335;47.431;21149.638
China;CHN;2011;16085.623;3971.915;981.934;164.167;1295.349;139.504;4.914;52.021;22695.427
China;CHN;2012;16197.189;4140.44;1089.994;182.953;1605.505;191.757;6.689;56.072;23470.599
China;CHN;2013;16452.77;4298.437;1234.864;205.096;1673.149;254.324;15.403;68.303;24202.346
China;CHN;2014;16374.014;4443.376;1345.977;242.257;1927.053;290.529;42.757;84.139;24750.102
China;CHN;2015;15980.731;4785.632;1383.872;308.169;2004.098;333.727;70.993;97.228;24964.45
China;CHN;2016;15757.176;4923.4;1481.145;379.124;2051.011;428.355;118.316;110.503;25249.03
China;CHN;2017;15753.075;5122.014;1697.737;436.482;2049.698;535.882;207.245;140.036;25942.169
China;CHN;2018;15781.556;5265.921;1988.762;513.563;2087.134;636.819;307.964;163.163;26744.882
China;CHN;2019;15845.612;5412.07;2150.792;602.223;2197.739;699.974;386.86;194.68;27489.95
China;CHN;2020;15877.543;5500.126;2296.775;627.698;2266.035;799.62;447.547;232.3;28047.644
Colômbia;COL;1965;1250.87;2458.928;478.032;0;525.724;0;0;0;4713.554
Colômbia;COL;1966;1214.894;2721.901;484.252;0;567.266;0;0;0;4988.313
Colômbia;COL;1967;1295.643;2668.652;582.231;0;614.613;0;0;0;5161.139
Colômbia;COL;1968;1147.963;2897.605;577.207;0;666.194;0;0;0;5288.969
Colômbia;COL;1969;1193.408;2710.769;613.787;0;721.286;0;0;0;5239.25
Colômbia;COL;1970;1214.434;2994.011;581.621;0;782.734;0;0;0;5572.8
Colômbia;COL;1971;921.938;3023.003;591.007;0;810.89;0;0;0;5346.838
Colômbia;COL;1972;936.094;3349.883;705.497;0;877.757;0;0;0;5869.231
Colômbia;COL;1973;932.282;3150.082;714.891;0;934.192;0;0;0;5731.447
Colômbia;COL;1974;1102.769;3414.487;727.567;0;1037.557;0;0;0;6282.38
Colômbia;COL;1975;1096.366;3359.068;670.764;0;1123.359;0;0;21.815;6271.372
Colômbia;COL;1976;1048.668;3464.075;699.14;0;1154.366;0;0;22.802;6389.051
Colômbia;COL;1977;1051.267;3398.3;765.155;0;1153.72;0;0;21.194;6389.636
Colômbia;COL;1978;1039.06;3392.584;926.831;0;1303.032;0;0;22.236;6683.743
Colômbia;COL;1979;1025.045;3518.755;977.522;0;1399.742;0;0;22.802;6943.866
Colômbia;COL;1980;1051.546;3286.81;1054.684;0;1491.817;0;0;23.44;6908.297
Colômbia;COL;1981;1048.131;3294.288;1114.12;0;1441.122;0;0;21.417;6919.078
Colômbia;COL;1982;1067.841;3307.071;1175.414;0;1506.283;0;0;22.834;7079.443
Colômbia;COL;1983;1151.854;3347.763;1273.231;0;1486.469;0;0;22.637;7281.954
Colômbia;COL;1984;1173.966;3259.493;1237.786;0;1623.245;0;0;24.149;7318.639
Colômbia;COL;1985;1185.754;3313.899;1216.388;0;1710.263;0;0;24.763;7451.067
Colômbia;COL;1986;1147.06;3215.675;1212.554;0;1938.287;0;0;24.168;7537.744
Colômbia;COL;1987;1413.487;3318.076;1206.468;0;2070.067;0;0;23.864;8031.962
Colômbia;COL;1988;1105.339;3422.568;1187.155;0;2140.292;0;0;23.917;7879.271
Colômbia;COL;1989;1255.593;3446.384;1110.962;0;2292.07;0;0;23.449;8128.458
Colômbia;COL;1990;561.347;3431.381;1130.412;0;2307.296;0;0;22.993;7453.429
Colômbia;COL;1991;692.24;3452.328;1142.904;0;2281.421;0;0;22.134;7591.027
Colômbia;COL;1992;1135.506;3722.822;1102.933;0;1797.965;0;0;27.437;7786.663
Colômbia;COL;1993;1167.873;3882.505;1123.265;0;2205.076;0;0;30.793;8409.512
Colômbia;COL;1994;1311.799;3933.214;1090.538;0;2490.316;0;0;34.49;8860.357
Colômbia;COL;1995;1152.534;4066.838;1138.685;0;2439.759;0;0;36.38;8834.196
Colômbia;COL;1996;877.676;4125.7;1216.483;0;2643.765;0;0;37.161;8900.785
Colômbia;COL;1997;1021.653;4141.909;1504.091;0;2317.707;0;0;35.566;9020.926
Colômbia;COL;1998;955.394;3965.042;1717.385;0;2228.758;0;0;38.52;8905.099
Colômbia;COL;1999;750.576;3460.086;1459.226;0;2400.366;0;0;32.55;8102.804
Colômbia;COL;2000;793.285;3335.113;1447.342;0;2159.964;0;0.129;34.766;7770.599
Colômbia;COL;2001;769.04;3079.746;1475.309;0;2168.573;0;0.183;34.003;7526.854
Colômbia;COL;2002;622.904;2982.99;1467.555;0;2278.591;0;0.312;32.936;7385.288
Colômbia;COL;2003;680.381;3055.905;1386.077;0;2375.802;0;0.421;32.508;7531.094
Colômbia;COL;2004;587.004;3012.703;1458.036;0;2466.012;3.345;0.512;30.045;7557.657
Colômbia;COL;2005;364.905;3087.07;1511.534;0;2473.738;3.121;0.601;31.725;7472.694
Colômbia;COL;2006;1026.138;2961.089;1565.867;0;2633.173;3.897;0;32.157;8222.321
Colômbia;COL;2007;892.414;2885.937;1637.414;0;2686.889;3.03;0;30.799;8136.483
Colômbia;COL;2008;1166.923;3085.448;1643.91;0;2753.439;3.216;0;30.382;8683.318
Colômbia;COL;2009;1061.471;3003.084;1872.473;0;2394.079;3.383;0;58.817;8393.307
Colômbia;COL;2010;1236.268;3120.825;1933.795;0;2338.385;2.224;0;63.997;8695.494
Colômbia;COL;2011;991.322;3178.966;1864.754;0;2748.37;2.342;0;78.227;8863.981
Colômbia;COL;2012;1184.146;3424.841;2054.424;0;2659.948;3.067;0;82.516;9408.942
Colômbia;COL;2013;1262.274;3354.643;2253.393;0;2442.807;3.173;0;74.14;9390.43
Colômbia;COL;2014;1323.611;3498.383;2423.808;0;2424.312;3.805;0;93.68;9767.599
Colômbia;COL;2015;1215.892;3701.448;2359.339;0;2378.642;3.64;0;97.042;9756.003
Colômbia;COL;2016;1319.087;3746.13;2510.962;0;2442.386;2.656;0;104.079;10125.3
Colômbia;COL;2017;990.152;3593.705;2528.328;0;2931.002;0.157;0;101.782;10145.126
Colômbia;COL;2018;915.458;3640.279;2660.058;0;2835.008;2.774;0.601;106.051;10160.229
Colômbia;COL;2019;1123.115;3753.866;2671.157;0;2663.394;3.115;6.455;120.015;10341.117
Colômbia;COL;2020;1463.777;3016.801;2736.863;0;2133.076;1.407;8.699;118.048;9478.671
Croácia;HRV;1990;1968.74;11363.37;5343.55;0;2212.863;0;0;0;20888.523
Croácia;HRV;1991;1110.738;8087.45;4965.547;0;3431.957;0;0;0;17595.692
Croácia;HRV;1992;981.927;8133.821;5176.677;0;2552.484;0;0;3.521;16848.43
Croácia;HRV;1993;840.793;8658.481;5506.826;0;2690.537;0;0;11.235;17707.872
Croácia;HRV;1994;530.764;9008.983;5225.432;0;3241.28;0;0;3.578;18010.037
Croácia;HRV;1995;440.237;10069.719;4872.465;0;3419.306;0;0;3.008;18804.735
Croácia;HRV;1996;363.765;9637.61;5509.921;0;4774.255;0;0;6.072;20291.623
Croácia;HRV;1997;624.198;10389.236;5765.101;0;3587.134;0;0;1.226;20366.895
Croácia;HRV;1998;602.163;11815.603;5591.84;0;3723.985;0;0;3.092;21736.683
Croácia;HRV;1999;538.32;11792.543;5714.76;0;4567.046;0;0;1.247;22613.916
Croácia;HRV;2000;1133.825;10557.488;5802.865;0;4048.038;0;0;0.627;21542.843
Croácia;HRV;2001;1267.895;10868.133;6108.116;0;4495.776;0;0;0;22739.92
Croácia;HRV;2002;1545.506;11415.926;6271.216;0;3649.636;0;0;0;22882.284
Croácia;HRV;2003;1721.587;12653.194;6243.413;0;3387.986;0;0;0;24006.18
Croácia;HRV;2004;1830.247;11885.248;6482.471;0;4709.611;1.236;0;2.471;24911.284
Croácia;HRV;2005;1816.132;12250.284;6277.295;0;4322.905;6.142;0;8.602;24681.36
Croácia;HRV;2006;1688.785;12462.781;6218.394;0;4046.636;11.619;0;6.727;24434.942
Croácia;HRV;2007;1836.97;12784.225;7158.852;0;2861.798;21.311;0;4.26;24667.416
Croácia;HRV;2008;1894.684;12150.007;6954.497;0;3506.015;24.259;0;12.736;24542.198
Croácia;HRV;2009;1357.482;11897.414;6438.201;0;4477.318;32.633;0.01;15.108;24218.166
Croácia;HRV;2010;1834.455;10140.079;7073.253;0;5497.668;83.736;0.01;19.88;24649.081
Croácia;HRV;2011;1894.848;9676.246;6930.445;0;3024.009;120.768;0.01;33.046;21679.372
Croácia;HRV;2012;1706.109;8706.07;6533.271;0;2900.216;197.265;1.196;56.361;20100.488
Croácia;HRV;2013;1836.055;8412.667;6205.399;0;5161.682;309.509;6.761;74.833;22006.906
Croácia;HRV;2014;1767.371;8850.298;5518.889;0;5386.424;436.559;20.931;98.674;22079.146
Croácia;HRV;2015;1664.229;9243.64;5720.069;0;3819.561;475.727;34.066;158.974;21116.266
Croácia;HRV;2016;1798.916;9336.384;5998.072;0;4094.912;605.901;39.437;257.538;22131.16
Croácia;HRV;2017;1090.847;10041.387;6932.286;0;3172.124;719.606;47.037;314.14;22317.427
Croácia;HRV;2018;1022.098;9791.018;6413.806;0;4604.862;798.521;44.788;400.696;23075.789
Croácia;HRV;2019;1186.347;9617.598;6774.679;0;3492.895;879.684;49.821;581.719;22582.743
Croácia;HRV;2020;989.075;8743.855;7064.377;0;3405.755;1041.046;50.517;642.18;21936.805
Chipre;CYP;1965;0;8055.903;0;0;0;0;0;0;8055.903
Chipre;CYP;1966;0;9120.995;0;0;0;0;0;0;9120.995
Chipre;CYP;1967;0;9787.332;0;0;0;0;0;0;9787.332
Chipre;CYP;1968;0;10739.032;0;0;0;0;0;0;10739.032
Chipre;CYP;1969;0;12521.922;0;0;0;0;0;0;12521.922
Chipre;CYP;1970;0;13045.308;0;0;0;0;0;0;13045.308
Chipre;CYP;1971;0;15379.509;0;0;0;0;0;0;15379.509
Chipre;CYP;1972;0;17097.131;0;0;0;0;0;0;17097.131
Chipre;CYP;1973;0;18137.441;0;0;0;0;0;0;18137.441
Chipre;CYP;1974;0;15900.269;0;0;0;0;0;0;15900.269
Chipre;CYP;1975;0;13128.43;0;0;0;0;0;0;13128.43
Chipre;CYP;1976;0;13190.494;0;0;0;0;0;0;13190.494
Chipre;CYP;1977;0;14720.785;0;0;0;0;0;0;14720.785
Chipre;CYP;1978;0;14919.344;0;0;0;0;0;0;14919.344
Chipre;CYP;1979;0;14989.252;0;0;0;0;0;0;14989.252
Chipre;CYP;1980;0;14996.43;0;0;0;0;0;0;14996.43
Chipre;CYP;1981;0;14301.553;0;0;0;0;0;0;14301.553
Chipre;CYP;1982;0;17078.977;0;0;0;0;0;0;17078.977
Chipre;CYP;1983;0;17909.695;0;0;0;0;0;0;17909.695
Chipre;CYP;1984;0;18076.864;0;0;0;0;0;0;18076.864
Chipre;CYP;1985;1537.019;17740.381;0;0;0;0;0;0;19277.4
Chipre;CYP;1986;930.616;18924.437;0;0;0;0;0;0;19855.053
Chipre;CYP;1987;1945.345;21943.543;0;0;0;0;0;0;23888.888
Chipre;CYP;1988;1152.774;23077.506;0;0;0;0;0;0;24230.28
Chipre;CYP;1989;1006.534;23375.621;0;0;0;0;0;0;24382.155
Chipre;CYP;1990;925.405;24216.975;0;0;0;0;0;0;25142.38
Chipre;CYP;1991;668.288;24247.622;0;0;0;0;0;0;24915.91
Chipre;CYP;1992;1205.694;27268.467;0;0;0;0;0;0;28474.161
Chipre;CYP;1993;994.321;27940.27;0;0;0;0;0;0;28934.591
Chipre;CYP;1994;1333.742;27016.832;0;0;0;0;0;0;28350.574
Chipre;CYP;1995;1454.786;28041.308;0;0;0;0;0;0;29496.094
Chipre;CYP;1996;1331.539;27983.867;0;0;0;0;0;0;29315.406
Chipre;CYP;1997;991.798;28016.206;0;0;0;0;0;0;29008.004
Chipre;CYP;1998;179.177;30024.768;0;0;0;0;0;0;30203.945
Chipre;CYP;1999;301.41;30885.603;0;0;0;0;0;0;31187.013
Chipre;CYP;2000;443.852;31636.625;0;0;0;0;0;0;32080.477
Chipre;CYP;2001;641.89;31234.092;0;0;0;0;0;0;31875.982
Chipre;CYP;2002;523.784;30373.81;0;0;0;0;0;0;30897.594
Chipre;CYP;2003;515.036;31781.213;0;0;0;0;0;0;32296.249
Chipre;CYP;2004;506.448;30398.049;0;0;0;0.951;1.072;0;30906.52
Chipre;CYP;2005;497.949;33550.549;0;0;0;0.93;1.481;0;34050.909
Chipre;CYP;2006;335.68;32574.257;0;0;0;0.909;2.561;0.396;32913.803
Chipre;CYP;2007;299.63;32572.167;0;0;0;0.888;4.335;3.499;32880.519
Chipre;CYP;2008;241.031;32714.024;0;0;0;0.868;7.32;29.288;32992.531
Chipre;CYP;2009;125.845;31502.302;0;0;0;0.85;9.562;64.506;31703.065
Chipre;CYP;2010;153.176;30112.78;0;0;0;72.647;16.403;82.021;30437.027
Chipre;CYP;2011;71.265;29289.951;0;0;0;262.64;27.646;119.801;29771.303
